id,text,label_0,label_1,label_2,label_3
80,"I made a list of routine chores and checked off several items as the day went on. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. I brewed another cup of coffee and sat by the window to look at the street for a while. I made notes in a notebook and used a pen that always writes predictably and clearly. I took care of a minor household task that I had been postponing, and it went smoothly. My home routine felt balanced today, with enough movement and quiet moments. I brewed another cup of coffee and sat by the window to look at the street for a while. A radio program played quietly in the background while I worked on a simple task. I brewed another cup of coffee and sat by the window to look at the street for a while. I glanced through a magazine and saved an article for.",1,0,0,0
24,"I made a list of routine chores and checked off several items as the day went on. A short walk gave me time to collect my thoughts and return to work with clarity. A radio program played quietly in the background while I worked on a simple task. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I brewed another cup of coffee and sat by the window to look at the street for a while. The light in the room shifted as clouds passed, creating a steady rhythm of shadow and brightness. My home routine felt balanced today, with enough movement and quiet moments. I replied to a few emails and scheduled a short meeting to keep things moving forward. I made notes in a notebook and used a pen that always writes predictably and clearly. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I packed.",1,0,0,0
16,"I worked on a project for several hours, making steady progress without rushing. I replied to a few emails and scheduled a short meeting to keep things moving forward. A short walk gave me time to collect my thoughts and return to work with clarity. A short walk gave me time to collect my thoughts and return to work with clarity. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. I made notes in a notebook and used a pen that always writes predictably and clearly. A short walk gave me time to collect my thoughts and return to work with clarity. A radio program played quietly in the background while I worked on a simple task. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. A short walk gave me time to collect my thoughts and return to work with clarity. The calendar on the wall.",1,0,0,0
382,"The afternoon passed with a few errands and a short break to stretch and move around. I replied to a few emails and scheduled a short meeting to keep things moving forward. I replied to a few emails and scheduled a short meeting to keep things moving forward. I glanced through a magazine and saved an article for later reading when I had more time. I organized some files and felt that the small effort made future work easier. I took care of a minor household task that I had been postponing, and it went smoothly. I took care of a minor household task that I had been postponing, and it went smoothly. I noticed how neighbors moved through the street at their own pace, each with small routines. I spent some time on a hobby, practicing slowly and appreciating the small improvements. My home routine felt balanced today, with enough movement and quiet moments. I packed a.",1,0,0,0
293,"I spent part of the day organizing a few small tasks and tidying up the desk. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. I noticed how neighbors moved through the street at their own pace, each with small routines. I brewed another cup of coffee and sat by the window to look at the street for a while. I noticed how neighbors moved through the street at their own pace, each with small routines. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. The light in the room shifted as clouds passed, creating a steady rhythm of shadow and brightness. I reviewed a document and made modest edits to tidy up the wording and formatting. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. I glanced through a magazine and saved an article for later reading when I had more.",1,0,0,0
276,"Today I took a walk around the neighborhood to get some fresh air and notice the usual sights. My home routine felt balanced today, with enough movement and quiet moments. I noticed how neighbors moved through the street at their own pace, each with small routines. I took care of a minor household task that I had been postponing, and it went smoothly. I brewed another cup of coffee and sat by the window to look at the street for a while. I noticed how neighbors moved through the street at their own pace, each with small routines. I organized some files and felt that the small effort made future work easier. I took care of a minor household task that I had been postponing, and it went smoothly. The calendar on the wall reminded me of a few upcoming deadlines I had already noted. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the.",1,0,0,0
655,"This morning I woke up at a steady hour and made tea before starting the day. I took care of a minor household task that I had been postponing, and it went smoothly. The light in the room shifted as clouds passed, creating a steady rhythm of shadow and brightness. I replied to a few emails and scheduled a short meeting to keep things moving forward. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I made notes in a notebook and used a pen that always writes predictably and clearly. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. A short walk gave me time to collect my thoughts and return to work with clarity. I made notes in a notebook and used a pen that always writes predictably and clearly. I.",1,0,0,0
315,"The afternoon passed with a few errands and a short break to stretch and move around. I took care of a minor household task that I had been postponing, and it went smoothly. I brewed another cup of coffee and sat by the window to look at the street for a while. I reviewed a document and made modest edits to tidy up the wording and formatting. I found an old photograph and spent a few minutes remembering where it was taken. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. A routine phone call lasted a short while and covered the expected topics without surprises. My home routine felt balanced today, with enough movement and quiet moments. I organized some files and felt that the small effort made future work easier. I brewed another cup of coffee and sat by the window to look at the street for a while. I.",1,0,0,0
611,"This morning I woke up at a steady hour and made tea before starting the day. I took care of a minor household task that I had been postponing, and it went smoothly. My home routine felt balanced today, with enough movement and quiet moments. I organized some files and felt that the small effort made future work easier. There was a consistent hum of distant activity outside, cars passing and a dog barking occasionally. I reviewed a document and made modest edits to tidy up the wording and formatting. I organized some files and felt that the small effort made future work easier. My home routine felt balanced today, with enough movement and quiet moments. I spent some time on a hobby, practicing slowly and appreciating the small improvements. A short walk gave me time to collect my thoughts and return to work with clarity. A radio program played quietly in the background while I worked on.",1,0,0,0
138,"This morning I woke up at a steady hour and made tea before starting the day. I spent some time on a hobby, practicing slowly and appreciating the small improvements. There was a consistent hum of distant activity outside, cars passing and a dog barking occasionally. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. My home routine felt balanced today, with enough movement and quiet moments. The light in the room shifted as clouds passed, creating a steady rhythm of shadow and brightness. My home routine felt balanced today, with enough movement and quiet moments. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I noticed how neighbors moved through the street at their own pace, each with small routines. I organized some files and felt that the small effort made future.",1,0,0,0
487,"I made a list of routine chores and checked off several items as the day went on. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. A radio program played quietly in the background while I worked on a simple task. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I made notes in a notebook and used a pen that always writes predictably and clearly. A short walk gave me time to collect my thoughts and return to work with clarity. The plants on the balcony looked steady, their leaves catching the softer light of the afternoon. I organized some files and felt that the small effort made future work easier. I spent some time on a hobby, practicing slowly and appreciating the small improvements. I brewed another cup of coffee and sat by the window to look at the street for a while. The calendar on.",1,0,0,0
572,"I tried a new recipe for dinner and followed the instructions carefully, enjoying the process. I spent some time on a hobby, practicing slowly and appreciating the small improvements. A short walk gave me time to collect my thoughts and return to work with clarity. I organized some files and felt that the small effort made future work easier. There was a consistent hum of distant activity outside, cars passing and a dog barking occasionally. Lunch was simple and satisfying, nothing elaborate but it felt appropriate for the afternoon. The weather was unremarkable, a mix of clouds and sun that suited the day's plans. A radio program played quietly in the background while I worked on a simple task. I organized some files and felt that the small effort made future work easier. I found an old photograph and spent a few minutes remembering where it was taken. A short walk gave me time to collect my thoughts.",1,0,0,0
